WERX7QrKeoHbYezJ6YHUCt7PJDixWgxM4vfKz8qVT,8000000000
WERX3FJFFsjzYeSNVeL3cykLqWbijkq25K6Eg23yp,8000000000
WERX5kq5J6gudAbyGsgqPReGz8ZDRM94UoPwCFSem,8000000000
WERX3ysjCYZCWoTw3SKoK13McfdA5LZWYBr7ue47d,8000000000
WERX7cCCNgP8D5rdEznhSNXpAfQ2KhuScxhg1YhVX,8000000000
WERX2T7jB5kXpQMEpDErB2NcoQfeJP7DwbueK3A5i,8000000000
WERX16Q8MxAvihBbFk8wuSaCVzieq75zZA3mh414r,8000000000
WERX6wD9h8NE6qDuVT8ZtJFaU3ZzD9BqBjWD8GDee,8000000000
WERX0R1CMwfLPNp4qkA2TTqkcKWp3mC7U4ZMD5n1B,8000000000
WERX7gcb396YoLVzNhCEF2nrB79uwV3wr4BvXSU9f,8000000000
